transaction_id,account_id,transaction_date,transaction_type,description,transaction_amount,transaction_reference_id,utr_number
a2ba171f-b2a8-4bbe-b267-1f6672458bb3,a0000010-0000-0000-0000-000000000010,2025-11-06 12:10:47.000000,debit,IMPS OW - Vendor Wire Settlement,21959.75,REF5000000048,jhI5nAdyb1qOEjmcB3Jv110139
7c459699-8a97-4678-b489-3d4f1b768a61,212239b5-63d9-4da6-aa8c-46485e0f8a42,2025-11-06 18:40:54.000000,debit,FT - Vendor Settlement - SELECTION ELECTRONICS,13926.02,REF5000000046,jhI5nAdyb1qOEjmcB3Jv987204
9ee48820-0cbe-4a70-9598-2fe623d33e08,6f306737-dfa8-4bf7-8003-be64034b8dea,2025-11-08 19:57:09.000000,debit,Payment to Cloud Infrastructure Services,19299.33,REF5000000049,jhI5nAdyb1qOEjmcB3Jv679364
fcc19014-f130-4bba-b1ed-b7066fe2c107,e767c3c1-3a0d-43b5-b2ff-06f49bdf3de2,2025-11-10 10:02:19.000000,debit,UPI-NAVYUG SELECTION Retail Payment,129612.23,REF5000000050,jhI5nAdyb1qOEjmcB3Jv141832
c4c43992-04b5-401d-b67b-6c66473fcf0f,5cecd2c2-f075-4bbd-a08b-b156ca48dc7e,2025-11-10 11:43:15.000000,credit,Cheque Deposit - Clearing Account,27974.7,REF5000000051,jhI5nAdyb1qOEjmcB3Jv526117
0ce23b1e-36d0-475a-8ac7-fbd328cfc52f,212239b5-63d9-4da6-aa8c-46485e0f8a42,2025-11-12 10:51:51.000000,credit,IMPS Inward / Customer Collections / INET,52478.64,REF5000000052,jhI5nAdyb1qOEjmcB3Jv872343
dd5a9742-4778-49df-b9b8-26be2344e796,5cecd2c2-f075-4bbd-a08b-b156ca48dc7e,2025-11-12 20:59:26.000000,credit,NEFT Inflow / SELECTION MALIGAI Vendor Settlement,38325.54,REF5000000053,jhI5nAdyb1qOEjmcB3Jv213346
0fb9ac35-3c38-4d40-96ba-3dc723285df9,212239b5-63d9-4da6-aa8c-46485e0f8a42,2025-11-14 08:42:12.000000,debit,NEFT - Operating Expenses - Office Lease,41828.06,REF5000000055,jhI5nAdyb1qOEjmcB3Jv910891
9f53b06b-2e34-4a26-90b9-20694178430f,acfbe204-7541-492c-a352-040aa984bedc,2025-11-14 09:56:16.000000,credit,IMPS Inward / Customer Collections / INET,47251.55,REF5000000057,jhI5nAdyb1qOEjmcB3Jv140115
2e83e6a8-9def-4d7f-b169-94b42bb2ade2,34448e78-c3fe-4b5d-be8c-a45a6349b8d4,2025-11-14 13:41:32.000000,debit,NEFT - Operating Expenses - Office Lease,134366.12,REF5000000056,jhI5nAdyb1qOEjmcB3Jv447235
3315a77a-b5fe-4bca-854a-388068ec7fcb,acfbe204-7541-492c-a352-040aa984bedc,2025-11-14 15:14:12.000000,debit,IMPS OW - Vendor Wire Settlement,39834.41,REF5000000054,jhI5nAdyb1qOEjmcB3Jv338651
1a1bdb42-5c12-440b-864f-d0413bf906ff,e984c75d-aad6-4655-823a-4e9e06a869bc,2025-11-16 14:22:46.000000,debit,UPI-NAVYUG SELECTION Retail Payment,47282.73,REF5000000058,jhI5nAdyb1qOEjmcB3Jv221263
41cec883-7435-4f8d-b697-40b646daabb9,e984c75d-aad6-4655-823a-4e9e06a869bc,2025-11-18 11:16:02.000000,debit,NEFT - Operating Expenses - Office Lease,44613.67,REF5000000059,jhI5nAdyb1qOEjmcB3Jv664607
ec349f7a-9938-40f8-91a7-1f9c1bacd454,a0000010-0000-0000-0000-000000000010,2025-11-18 14:20:25.000000,debit,FT - Vendor Settlement - SELECTION ELECTRONICS,11228.72,REF5000000062,jhI5nAdyb1qOEjmcB3Jv797229
dac56137-5305-467e-9569-0e81f9c91665,5cecd2c2-f075-4bbd-a08b-b156ca48dc7e,2025-11-18 17:20:42.000000,credit,Cheque Deposit - Clearing Account,80032.23,REF5000000061,jhI5nAdyb1qOEjmcB3Jv424308
609f9405-927e-45c7-90e7-f188e17f7cd7,a0000010-0000-0000-0000-000000000010,2025-11-18 19:47:47.000000,credit,NEFT Inflow / SELECTION MALIGAI Vendor Settlement,5683.81,REF5000000060,jhI5nAdyb1qOEjmcB3Jv796503
c94b9569-0904-4e33-9147-b79d8bdd621f,a0000011-0000-0000-0000-000000000011,2025-11-20 10:42:05.000000,debit,FT - Vendor Settlement - SELECTION ELECTRONICS,31298.81,REF5000000066,jhI5nAdyb1qOEjmcB3Jv451470
9253b52a-b474-4ae5-a271-a7a275ffd756,acfbe204-7541-492c-a352-040aa984bedc,2025-11-20 12:18:13.000000,debit,NEFT - Operating Expenses - Office Lease,110666.16,REF5000000064,jhI5nAdyb1qOEjmcB3Jv437902
c396ffe5-4182-4717-a141-c48e40686a21,2d52dda2-d98a-4381-af80-45bdb173860c,2025-11-20 15:28:43.000000,credit,NEFT Inflow / SELECTION MALIGAI Vendor Settlement,38614.96,REF5000000065,jhI5nAdyb1qOEjmcB3Jv934692
eff46f25-1c91-4dcf-b45d-7021ab7ba038,a0000010-0000-0000-0000-000000000010,2025-11-20 19:57:11.000000,debit,Statutory Tax Payment / GST Portal Settlement,20976.42,REF5000000063,jhI5nAdyb1qOEjmcB3Jv974224
ba46e268-5b51-4022-aeb2-3dd7f2e06720,a0000012-0000-0000-0000-000000000012,2025-11-22 11:43:19.000000,credit,NEFT Inflow / SELECTION MALIGAI Vendor Settlement,64735.4,REF5000000067,jhI5nAdyb1qOEjmcB3Jv148458
4bc77c1f-0e3f-4962-ad32-c1c1ac918394,2d52dda2-d98a-4381-af80-45bdb173860c,2025-11-24 17:54:49.000000,credit,Cheque Deposit - Clearing Account,42819.23,REF5000000068,jhI5nAdyb1qOEjmcB3Jv703634
06c9284a-1dc1-4e2b-8f78-3e5267092f85,212239b5-63d9-4da6-aa8c-46485e0f8a42,2025-11-24 19:44:24.000000,debit,IMPS OW - Vendor Wire Settlement,9214.5,REF5000000069,jhI5nAdyb1qOEjmcB3Jv821024
0c53725a-0103-44ea-a221-7fd2bde3b73a,a0000012-0000-0000-0000-000000000012,2025-11-26 20:56:06.000000,debit,NEFT - Operating Expenses - Office Lease,39087.0,REF5000000070,jhI5nAdyb1qOEjmcB3Jv829716
16ef974b-e824-4c2b-a557-f9bf9a71243e,a0000012-0000-0000-0000-000000000012,2025-11-28 11:53:40.000000,debit,FT - Vendor Settlement - SELECTION ELECTRONICS,102129.98,REF5000000074,jhI5nAdyb1qOEjmcB3Jv757193
fe6c896d-8239-45d2-96ca-a2a0fee12bf7,acfbe204-7541-492c-a352-040aa984bedc,2025-11-28 16:15:58.000000,credit,Cheque Deposit - Clearing Account,38964.46,REF5000000071,jhI5nAdyb1qOEjmcB3Jv800005
aa868590-a06b-4e66-8c0d-7f95c03f7ed9,e767c3c1-3a0d-43b5-b2ff-06f49bdf3de2,2025-11-28 16:28:57.000000,credit,IMPS Inward / Customer Collections / INET,97467.44,REF5000000073,jhI5nAdyb1qOEjmcB3Jv371782
b3a871fa-6768-4952-a727-a2522bbf787f,ac1a0654-461b-4216-95d1-bbcb9ab6da4e,2025-11-28 16:38:20.000000,debit,IMPS OW - Vendor Wire Settlement,35226.97,REF5000000072,jhI5nAdyb1qOEjmcB3Jv629298
6bda47bc-2f55-4777-b5ca-b2957c165cc4,6f306737-dfa8-4bf7-8003-be64034b8dea,2025-11-30 10:09:14.000000,debit,NEFT - Operating Expenses - Office Lease,120641.91,REF5000000076,jhI5nAdyb1qOEjmcB3Jv167348
a636286f-6d33-4020-a6d0-a200b9109a5c,34448e78-c3fe-4b5d-be8c-a45a6349b8d4,2025-11-30 15:04:45.000000,debit,FT - Vendor Settlement - SELECTION ELECTRONICS,17781.06,REF5000000075,jhI5nAdyb1qOEjmcB3Jv666390
a05dc792-0580-4404-a731-cb3b15cc19e6,e984c75d-aad6-4655-823a-4e9e06a869bc,2025-12-02 11:31:14.000000,debit,FT - Vendor Settlement - SELECTION ELECTRONICS,3820.63,REF5000000080,jhI5nAdyb1qOEjmcB3Jv452457
fedf25be-a023-49ef-b478-151147ca4664,e767c3c1-3a0d-43b5-b2ff-06f49bdf3de2,2025-12-02 13:34:29.000000,debit,NEFT - Operating Expenses - Office Lease,40396.55,REF5000000077,jhI5nAdyb1qOEjmcB3Jv508396
c0b73db3-6ea7-4715-a492-1f5fd4ee1ea3,a0000012-0000-0000-0000-000000000012,2025-12-02 17:44:01.000000,debit,Statutory Tax Payment / GST Portal Settlement,2768.27,REF5000000078,jhI5nAdyb1qOEjmcB3Jv468845
46ce8dc3-0cd2-49aa-afbb-de3798c593e8,34448e78-c3fe-4b5d-be8c-a45a6349b8d4,2025-12-02 20:24:54.000000,debit,NEFT - Operating Expenses - Office Lease,35925.85,REF5000000079,jhI5nAdyb1qOEjmcB3Jv938722
000000ac-39c5-4eb3-9fe3-ed40ceecee5d,e984c75d-aad6-4655-823a-4e9e06a869bc,2025-12-03 16:24:54.000000,debit,NEFT/000483399203/ICIC/PARESH VIKRANT GHASE,9241.0,S5314253,
75839b20-4fef-4cc7-a785-a3aeae5b4cff,bfbfe347-11d6-48d7-acff-4f091f59d34b,2025-12-04 08:16:24.000000,debit,UPI-NAVYUG SELECTION Retail Payment,17371.48,REF5000000083,jhI5nAdyb1qOEjmcB3Jv898207
d4511ae6-f2fe-47d7-943e-57ae82c85a50,a0000011-0000-0000-0000-000000000011,2025-12-04 10:53:29.000000,credit,IMPS Inward / Customer Collections / INET,103412.36,REF5000000081,jhI5nAdyb1qOEjmcB3Jv513160
e6969964-2b5f-4608-bc0d-2c13aebf2654,e767c3c1-3a0d-43b5-b2ff-06f49bdf3de2,2025-12-04 12:48:53.000000,debit,NEFT - Operating Expenses - Office Lease,6226.73,REF5000000084,jhI5nAdyb1qOEjmcB3Jv120324
ed8f78a2-b3f6-4ccd-a494-afff399105ea,e984c75d-aad6-4655-823a-4e9e06a869bc,2025-12-04 17:42:01.000000,credit,Cheque Deposit - Clearing Account,8674.33,REF5000000082,jhI5nAdyb1qOEjmcB3Jv584125
9b2f8da0-1a16-4bfe-9286-5d4191d2c42a,5cecd2c2-f075-4bbd-a08b-b156ca48dc7e,2025-12-06 11:41:04.000000,credit,Disbursement / ZBFLCTP / SELECTRICITY TWO PVT LTD,144961.17,REF5000000085,jhI5nAdyb1qOEjmcB3Jv309044
6f045963-aeea-4e97-9cdd-173a68fbb0fd,e984c75d-aad6-4655-823a-4e9e06a869bc,2025-12-08 10:15:08.000000,debit,IMPS OW - Vendor Wire Settlement,106396.96,REF5000000086,jhI5nAdyb1qOEjmcB3Jv328552
5d70eab3-4369-4365-9e7d-7c2ce9d560d5,a0000011-0000-0000-0000-000000000011,2025-12-10 12:49:23.000000,credit,IMPS Inward / Customer Collections / INET,46349.93,REF5000000087,jhI5nAdyb1qOEjmcB3Jv853252
369b34e9-94a1-446c-a6f4-337d1743b81a,a0000011-0000-0000-0000-000000000011,2025-12-10 18:15:06.000000,debit,FT - Vendor Settlement - SELECTION ELECTRONICS,110041.16,REF5000000090,jhI5nAdyb1qOEjmcB3Jv226935
635d4696-8081-4cee-99dd-922a4d922fcf,e984c75d-aad6-4655-823a-4e9e06a869bc,2025-12-10 18:58:24.000000,debit,NEFT - Operating Expenses - Office Lease,69832.98,REF5000000089,jhI5nAdyb1qOEjmcB3Jv720859
6efe3982-cb2c-4d55-9b7a-798d7975b857,6f306737-dfa8-4bf7-8003-be64034b8dea,2025-12-10 20:52:10.000000,debit,FT - Vendor Settlement - SELECTION ELECTRONICS,3668.37,REF5000000088,jhI5nAdyb1qOEjmcB3Jv427110
7fa0d123-23eb-4a23-a178-f35728c288b4,5cecd2c2-f075-4bbd-a08b-b156ca48dc7e,2025-12-12 16:27:42.000000,debit,UPI-NAVYUG SELECTION Retail Payment,31963.22,REF5000000091,jhI5nAdyb1qOEjmcB3Jv113266
94a9284c-35ee-4072-b55e-5f0b480e4d98,2d52dda2-d98a-4381-af80-45bdb173860c,2025-12-14 09:27:23.000000,debit,IMPS OW - Vendor Wire Settlement,93548.71,REF5000000092,jhI5nAdyb1qOEjmcB3Jv869440
b11dfab4-04ca-47cd-8133-d57f5f03b051,a0000011-0000-0000-0000-000000000011,2025-12-14 17:17:20.000000,credit,NEFT Inflow / SELECTION MALIGAI Vendor Settlement,58666.29,REF5000000094,jhI5nAdyb1qOEjmcB3Jv572700
500ab23d-0508-42f7-ae9e-8980247f9ca8,ac1a0654-461b-4216-95d1-bbcb9ab6da4e,2025-12-14 18:17:39.000000,debit,Payment to Cloud Infrastructure Services,96487.38,REF5000000093,jhI5nAdyb1qOEjmcB3Jv965845
668f0b84-3ec5-4c8e-81e1-4e845d7153a1,212239b5-63d9-4da6-aa8c-46485e0f8a42,2025-12-14 20:29:36.000000,debit,Statutory Tax Payment / GST Portal Settlement,83639.66,REF5000000095,jhI5nAdyb1qOEjmcB3Jv618317
f99d0f12-d8cf-4c68-9ad9-10210266e0cd,bfbfe347-11d6-48d7-acff-4f091f59d34b,2025-12-16 15:13:22.000000,debit,FT - Vendor Settlement - SELECTION ELECTRONICS,42554.56,REF5000000096,jhI5nAdyb1qOEjmcB3Jv835244
dc9bf097-34b2-4adb-b739-e920ccfeb124,34448e78-c3fe-4b5d-be8c-a45a6349b8d4,2025-12-16 16:00:33.000000,credit,NEFT Inflow / SELECTION MALIGAI Vendor Settlement,35263.4,REF5000000097,jhI5nAdyb1qOEjmcB3Jv612311
00baf475-8710-4d17-b626-d25fc311eb7f,5cecd2c2-f075-4bbd-a08b-b156ca48dc7e,2025-12-16 18:13:34.000000,credit,R/RATNR52025121600100235/ZBFLCTP405PBL15667333//SELECTRICITY TWO PRIVATE LIMITED/RATNR52025121600100235 /SELECTRICITY TWO PRIVATE LIMITED,260000.0,S31125841,
42ee8aa9-a98d-4ae0-b032-aebfd16591b6,ac1a0654-461b-4216-95d1-bbcb9ab6da4e,2025-12-16 20:15:44.000000,debit,IMPS OW - Vendor Wire Settlement,24832.37,REF5000000098,jhI5nAdyb1qOEjmcB3Jv931450
02dfc432-a29c-4794-8c65-6688a3ad605d,6f306737-dfa8-4bf7-8003-be64034b8dea,2025-12-18 12:14:25.000000,credit,NEFT Inflow / SELECTION MALIGAI Vendor Settlement,28960.78,REF5000000099,jhI5nAdyb1qOEjmcB3Jv596249
7033541c-41e2-4384-b690-3969845c897a,212239b5-63d9-4da6-aa8c-46485e0f8a42,2025-12-20 09:46:12.000000,debit,UPI-NAVYUG SELECTION Retail Payment,26881.81,REF5000000101,jhI5nAdyb1qOEjmcB3Jv899213
a5f81735-8105-440e-8189-a6579aaf1a11,a0000011-0000-0000-0000-000000000011,2025-12-20 10:12:13.000000,debit,IMPS OW - Vendor Wire Settlement,29326.2,REF5000000102,jhI5nAdyb1qOEjmcB3Jv897135
58eb28ba-8121-48e4-89d9-6405b32eb9cf,e767c3c1-3a0d-43b5-b2ff-06f49bdf3de2,2025-12-20 19:35:21.000000,debit,UPI-NAVYUG SELECTION Retail Payment,77091.64,REF5000000100,jhI5nAdyb1qOEjmcB3Jv363615
8d34241f-f775-41dc-8f12-1fd77b58abb8,6f306737-dfa8-4bf7-8003-be64034b8dea,2025-12-22 11:18:14.000000,debit,UPI-NAVYUG SELECTION Retail Payment,3143.75,REF5000000103,jhI5nAdyb1qOEjmcB3Jv660081
12a3dfa8-c6e0-4b62-a883-831242d76826,bfbfe347-11d6-48d7-acff-4f091f59d34b,2025-12-22 12:02:03.000000,debit,Payment to Cloud Infrastructure Services,45456.08,REF5000000104,jhI5nAdyb1qOEjmcB3Jv768854
